,fips_code,agr,con,ext,neu,ope
861,28161,-0.12153,-0.15061,0.00379,0.05745,-1.2726
862,28163,-0.08256,-0.18693,0.27358,-0.0352,-0.61918
863,29001,0.31235,0.15491,-1.0178,-0.01987,0.79701
864,29009,0.27762,0.47173,-0.27869,0.20174,-0.39367
865,29019,0.09853,0.76521,-0.61336,-0.60137,1.29295
866,29021,0.18211,0.73629,-0.24572,-0.52422,0.62406
867,29023,0.19238,-0.11464,-0.0999,0.18006,0.26753
868,29027,0.29241,0.55509,-0.39511,0.44687,0.07359
869,29029,0.71102,0.7968,0.00488,0.12716,-0.09707
870,29031,0.31579,0.58168,-0.17313,-0.32447,0.46052
871,29037,0.02772,-0.27463,-0.22312,0.67936,0.11174
872,29043,0.92546,0.68734,-0.19952,-0.24325,0.55006
873,29047,0.32177,0.34737,-0.24629,0.02358,0.44732
874,29051,0.26454,1.01625,-0.36732,-0.57389,0.40212
875,29069,-0.15423,-0.63077,0.22485,0.62946,-0.31566
876,29071,0.53709,0.34328,-0.4248,0.06334,0.17464
877,29077,0.63162,0.64373,-0.84859,-0.43824,1.30922
878,29083,-0.02402,0.17423,-0.05079,0.63868,-0.67627
879,29089,0.1929,0.51637,0.69883,-0.71757,-0.92927
880,29091,0.68829,0.63131,0.15761,-0.30803,-0.24167
881,29095,-0.16528,0.61798,-0.12337,-0.68352,1.10567
882,29097,0.34057,-0.17119,-0.18824,0.10484,0.78311
883,29099,0.17756,-0.53572,-0.55995,0.86094,0.34392
884,29101,-0.50746,-0.9655,0.61319,-0.00516,-0.09339
885,29107,0.23852,-0.10548,0.005,0.14698,-0.01669
886,29109,0.63941,0.17299,-0.04851,0.06402,-0.0753
887,29113,-0.05507,-0.74811,0.14641,1.18607,-0.50004
888,29121,-0.00629,0.27301,-0.05163,0.40708,-0.62189
889,29127,0.29993,-0.14531,-0.62904,0.64015,0.38794
890,29143,-0.10157,-0.59658,0.29096,0.3017,-0.61704
891,29145,0.17536,0.66852,-0.23917,0.06338,-0.53624
892,29147,0.51868,0.23814,-0.12082,0.20747,0.17892
893,29155,-0.57829,-0.75533,0.05971,0.40986,-0.70371
894,29159,-0.28352,-0.48406,-0.34196,0.6402,-0.03078
895,29161,0.52294,0.49836,-0.80703,-0.1596,0.61344
896,29165,0.40826,0.47914,-0.24511,-0.42339,0.27905
897,29167,0.96123,0.83999,0.20641,-0.49525,0.11058
898,29169,-0.24696,-0.03535,-0.50869,0.4627,0.08045
899,29175,-0.03677,0.12456,0.47431,0.40499,-0.2555
900,29177,0.42097,-0.04496,0.3508,-0.06555,-0.8221
901,29183,0.30986,0.53172,-0.25055,-0.18942,0.44683
902,29187,-0.1545,-0.5006,-0.43232,0.73723,0.12913
903,29189,-0.45992,-0.07418,-0.44479,-0.42341,0.84045
904,29195,-0.24533,-0.30552,0.45504,-0.30523,-0.61435
905,29201,-0.55465,-0.71029,-0.06525,0.26624,-0.34279
906,29207,0.10425,-0.00491,-0.10241,0.72841,-0.21843
907,29213,0.9752,0.86972,-0.0534,-0.36026,0.80052
908,29215,-0.07392,0.01491,0.37755,-0.16024,-0.28519
909,29221,0.25278,-0.08835,0.38957,0.32483,-0.77505
910,29225,0.58962,0.44202,-0.16654,-0.01878,-0.26664
911,29510,-0.42086,0.38785,0.07221,-0.56386,1.11084
912,30013,-0.10942,0.33963,-0.65424,0.32789,0.47792
913,30029,1.13328,1.25122,-0.47825,-0.50138,1.10519
914,30031,0.75616,1.1607,-0.90017,-0.7695,1.37641
915,30041,0.0802,-0.43924,0.20725,0.27194,-0.29854
916,30049,0.30673,1.13886,-0.79504,-0.3895,0.97673
917,30063,-0.15342,0.19172,-0.94945,0.17056,0.84084
918,30093,-0.42026,0.08614,-0.45927,0.35703,0.21567
919,30111,0.61496,1.11124,-0.79105,-0.79923,0.79542
920,31001,0.82074,0.63298,-0.19468,-0.48058,-0.66861
921,31019,0.62253,0.6435,-0.06939,-0.29177,-0.19831
922,31043,6e-05,-0.9843,0.18347,0.60883,-0.65919
923,31045,0.49891,0.0502,0.26792,-0.19896,-0.53749
924,31047,0.12791,-0.42023,-0.14321,0.57654,-0.52511
925,31053,0.58332,0.09563,0.22586,0.1962,-0.7987
926,31055,-0.04791,-0.39153,0.12985,-0.01136,0.58261
927,31067,0.04933,-0.69961,0.21368,0.63242,-1.0022
928,31079,0.20751,-0.33417,-0.09015,0.55894,-0.23536
929,31109,0.41718,0.6229,-0.62683,-0.5884,0.96934
930,31111,0.45448,0.15553,0.20234,0.32473,-0.37664
931,31119,-0.12869,-0.53965,-0.26943,0.91759,-0.25897
932,31131,0.2865,0.0762,0.53775,-0.06309,-0.52419
933,31141,0.67875,0.0083,-0.11841,-0.0531,-0.56249
934,31151,0.53656,-0.05821,0.2519,-0.4647,-0.48704
935,31153,0.1449,-0.23147,-0.34749,0.3478,-0.11512
936,31155,0.34607,-0.52734,0.32631,0.22368,-0.89382
937,31157,0.3107,-0.10887,-0.11385,-0.0489,-0.11222
938,31173,-0.30328,-1.07626,0.27344,0.66972,-0.74636
939,31177,0.15988,0.00975,0.63001,0.11012,-0.44798
940,31179,0.71003,-0.0546,1.09708,-0.5989,-0.81908
941,32001,0.20678,-0.49576,0.06839,0.11435,0.15256
942,32003,-0.48678,-0.74173,0.38579,0.00864,1.00384
943,32005,0.43491,0.88701,0.48008,-0.81756,-0.13212
944,32007,-0.35859,-0.85641,-0.22329,0.80399,0.17967
945,32019,-0.02599,-0.56822,-0.4909,0.90925,0.33947
946,32023,-0.07243,-0.57916,-0.35175,0.56935,0.63821
947,32031,-0.13482,-0.36342,-0.90732,0.20857,1.56852
948,32510,0.32836,0.32694,-0.40131,0.02342,0.98164
949,33001,0.33797,0.3395,-0.21717,0.50432,0.62547
950,33003,0.45547,1.04798,-0.13699,0.64615,0.29268
951,33005,0.128,0.31942,-0.64911,0.25824,1.0506
952,33007,0.43225,0.35039,-0.43353,0.40481,-0.03991
953,33009,0.20012,0.87259,-0.64375,0.05033,1.07454
954,33011,-0.06538,0.44665,-0.80093,0.03325,1.07756
955,33013,-0.13261,0.53303,-0.58991,-0.01151,1.00734
956,33015,0.16784,0.28266,-0.76819,0.26657,0.67915
957,33017,0.36359,0.46938,-0.79609,-0.13501,0.84464
958,33019,0.58672,0.12353,-0.14894,0.10022,0.20606
959,34001,-0.81013,-0.28076,0.49308,-0.13998,0.66712
960,34003,-0.58556,-0.21554,0.24462,-0.29729,0.74246
961,34005,-0.57082,-0.19878,0.10342,-0.37149,0.54941
962,34007,-0.92849,-0.46189,0.13048,-0.09039,0.78501
963,34009,0.05563,0.3425,0.36637,-0.13482,0.68998
964,34011,-0.74237,-0.69913,-0.09586,0.12102,0.35225
965,34013,-1.02142,0.10635,0.41714,-0.58411,0.85348
966,34015,-0.52847,-0.26434,0.2548,-0.12343,0.32861
967,34017,-0.73068,-0.28237,0.08085,-0.17841,1.19829
968,34019,0.22245,0.60986,-0.21918,-0.47567,0.76523
969,34021,-0.4173,0.49607,-0.29294,-0.74257,1.29673
970,34023,-0.6394,-0.39835,-0.02784,-0.00648,0.75551
971,34025,-0.37199,0.13402,0.26644,-0.31374,0.88636
972,34027,-0.28116,0.55846,-0.08074,-0.62119,1.15373
973,34029,-0.33445,-0.15363,-0.01863,0.11645,0.75674
974,34031,-0.94443,-0.55045,0.39718,-0.24866,0.21083
975,34033,-0.58101,-0.53486,0.37488,0.04356,-0.2191
976,34035,-0.19611,0.17493,-0.21299,-0.37549,0.9376
977,34037,-0.25644,-0.10928,-0.16581,0.05759,0.7676
978,34039,-0.73288,-0.37315,0.28993,-0.35097,0.66478
979,34041,0.12689,0.06761,-0.19817,-0.14385,0.46553
980,35001,0.16225,-0.01712,-0.75566,-0.16797,1.72172
981,35005,-0.04009,-0.8617,-0.34751,0.53306,0.3752
982,35007,-0.13396,0.28535,0.54632,-0.66668,-0.36275
983,35009,0.24408,-0.19671,-0.02862,-0.15591,-0.07072
984,35013,-0.14706,-0.84236,-0.59918,0.57347,0.95485
985,35015,-0.13233,-0.92629,-0.12103,0.19274,-0.38907
986,35025,-0.51816,-0.6531,0.09994,0.53824,-0.51164
987,35028,0.63463,0.36475,-0.23207,-0.05008,0.80919
988,35029,-0.5066,-1.40356,0.02148,0.84349,-0.65225
989,35031,0.19921,-0.35763,-0.302,-0.05543,0.25715
990,35035,0.21845,-0.06223,-0.19324,0.13978,0.25515
991,35043,0.1128,-0.15784,-0.28844,0.35421,0.70638
992,35045,0.4887,-0.60042,-0.67974,-0.00142,0.59027
993,35049,0.38911,1.11926,-0.70252,-0.08434,1.62301
994,35055,0.49836,0.88879,0.00153,-0.13068,0.59761
995,35061,-0.23334,-0.8646,0.10791,0.51282,-0.01864
996,36001,-0.41517,0.28595,-0.54712,-0.23164,1.3353
997,36003,-0.08722,0.24601,-0.52253,-0.16083,0.0758
998,36005,-1.02659,-0.64694,0.55495,0.00546,0.46367
999,36007,-0.27999,0.00267,-0.63628,0.05106,1.09212
1000,36009,-0.17178,-0.25847,-0.27392,0.45605,0.44682
1001,36011,-0.21427,-0.81082,-0.35801,0.9935,0.54688
1002,36013,0.01538,-0.28056,-0.57468,0.51309,0.62519
1003,36015,-0.58174,-0.66124,0.34567,0.62385,-0.10453
1004,36017,0.27009,0.41787,-0.37496,0.44979,-0.00912
1005,36019,0.03541,0.18296,-0.67291,0.72489,0.69358
1006,36021,-0.18989,0.42687,-0.3634,0.32595,0.749
1007,36023,-0.01922,-0.17939,0.03758,-0.01343,0.38928
1008,36025,0.22718,0.55014,-0.13117,-0.01217,0.42045
1009,36027,-0.46801,-0.39526,-0.45756,0.41183,1.33563
1010,36029,-0.75881,-0.31809,-0.15882,0.22833,0.95129
1011,36031,0.68513,1.01741,0.05721,-0.4046,0.14834
1012,36033,0.24139,0.17516,-0.13408,0.59148,0.29484
1013,36035,-0.50095,-0.23273,-0.08208,0.57037,-0.32931
1014,36037,-0.12525,-0.32459,-0.41316,0.99357,0.01786
1015,36039,0.11139,0.59213,-0.43263,-0.00815,0.69012
1016,36043,-0.51093,-0.4645,0.19229,0.71377,0.06863
1017,36045,-0.04724,0.22741,-0.26255,-0.07308,1.36083
1018,36047,-0.96184,-0.45491,0.10366,-0.20555,1.72918
1019,36051,0.17135,0.02636,-0.85216,0.60761,0.55927
1020,36053,0.21179,0.61976,-0.36277,-5e-05,0.566
1021,36055,-0.28928,0.30664,-0.65243,-0.13494,1.19582
1022,36057,-0.11899,-0.11453,-0.34164,0.61663,0.3481
1023,36059,-0.75404,-0.45894,0.22428,-0.01336,0.45156
1024,36061,-0.87763,-0.37804,0.46855,-0.25174,1.32706
1025,36063,-0.62635,-0.65598,0.04433,0.59203,0.39916
1026,36065,-0.46486,-0.32143,-0.28676,0.18428,0.60676
1027,36067,-0.12862,0.43998,-0.50847,-0.11626,1.29617
1028,36069,-0.23841,0.36721,-0.3203,0.15893,0.54627
1029,36071,-0.63906,-0.33923,0.13028,-0.14309,0.95314
1030,36075,-0.21439,-0.30075,-0.65,0.74021,0.65306
1031,36077,-0.07573,0.02304,-0.26984,0.26164,0.71268
1032,36079,-0.13822,-0.56689,0.09943,0.30548,0.09867
1033,36081,-1.05323,-0.53425,0.36169,0.02734,0.81295
1034,36083,-0.34372,0.19654,-0.99367,0.08909,0.94831
1035,36085,-0.87658,-0.8879,0.15395,0.52954,0.755
1036,36087,-0.35119,-0.05719,0.12518,-0.19011,0.6662
1037,36089,-0.24544,-0.19822,-0.94571,0.90158,1.02811
1038,36091,0.17929,0.53257,-0.58131,-0.0302,1.27374
1039,36093,-0.26733,-0.29582,-0.59026,0.1101,1.08595
1040,36099,-0.10018,-0.43729,-0.31646,0.61582,-0.43013
1041,36101,-0.24863,-0.70333,-0.53101,0.73176,0.29143
1042,36103,-0.85423,-0.83868,-0.14661,0.35666,0.91042
1043,36105,-0.11812,0.38734,-0.2173,0.18067,0.55989
1044,36107,-0.02381,-0.27312,0.02187,0.38768,0.08334
1045,36109,0.23378,0.36796,-1.07617,-0.40171,2.00955
1046,36111,-0.13711,-0.07567,-0.86401,0.53803,1.67718
1047,36113,0.07046,0.42785,-0.35414,0.28391,0.5502
1048,36115,-0.44139,-0.10251,-0.49421,0.89059,0.50375
1049,36117,-0.33438,-0.49448,-0.62434,0.83284,0.47964
1050,36119,-0.71591,-0.13062,0.20036,-0.43264,0.85466
1051,36121,0.0257,-0.33308,-0.34832,0.79968,-0.07938
1052,36123,0.01846,-0.09767,0.15458,0.20585,-0.81295
1053,37001,0.26239,0.37674,0.06199,-0.47034,0.49764
1054,37003,0.33361,-0.1952,-0.12678,0.32558,-0.62894
1055,37007,-0.29854,-0.42431,0.3471,-0.09138,-0.82926
1056,37013,-0.26955,-0.04514,0.18348,0.30924,-0.41015
1057,37017,-0.01241,-0.20241,0.15958,0.29519,-0.75248
1058,37019,0.11364,0.23344,0.10885,-0.04973,0.53336
1059,37021,0.42991,1.14364,-0.58101,-0.49374,1.80883
1060,37023,0.11288,0.54396,0.11788,-0.59629,0.44638
1061,37025,0.27824,0.37449,0.26113,-0.47432,-0.14405
1062,37027,0.07373,-0.21239,-0.12723,-0.03685,-0.16274
1063,37031,0.17699,0.65906,-0.12615,0.27276,0.51087
1064,37035,0.20829,0.61389,0.05464,-0.18097,0.14582
1065,37037,0.25127,0.54538,-0.05114,0.11679,0.6571
1066,37041,0.08008,0.01882,0.30683,-0.35239,-0.6679
1067,37045,0.12702,0.40219,0.09102,-0.21959,-0.35536
1068,37047,-0.30959,-0.20489,-0.31208,0.54771,-0.40116
1069,37049,-0.58681,-0.26927,-0.14997,0.28821,0.14532
1070,37051,-0.72957,-0.0884,0.40847,-0.21667,0.21148
1071,37055,0.30188,0.47212,-0.06944,0.11696,0.58279
1072,37057,0.13573,0.31891,0.07462,-0.04655,-0.19954
1073,37059,0.21251,-0.29718,0.20986,0.31577,-0.29515
1074,37061,-0.218,-0.40584,0.24412,0.0814,-0.72054
1075,37063,-0.2164,0.68361,-0.15415,-1.12322,1.31126
1076,37065,-0.38808,-0.50537,0.32739,0.1125,-0.7789
1077,37067,0.02388,0.31686,0.28338,-0.62134,0.04221
1078,37069,-0.30732,-0.34081,-0.22723,0.29028,-0.54902
1079,37071,-0.02506,0.28219,0.1539,-0.19342,0.09561
1080,37077,-0.62093,-0.17632,0.09371,-0.00966,-0.53178
1081,37081,-0.34127,0.34884,0.5335,-0.80119,0.59842
1082,37083,-0.5708,-0.3549,0.05721,0.48146,-0.51314
1083,37085,-0.19681,-0.33386,0.06157,0.24997,-0.55614
1084,37087,0.90045,0.9799,-0.35742,-0.02169,0.83363
1085,37089,0.77953,1.3906,-0.19831,-0.38903,0.68838
1086,37091,-0.2621,-0.00759,0.36007,-0.24995,-0.65783
1087,37093,-0.3265,-0.27109,0.10692,0.06647,-0.49647
1088,37097,0.63929,0.82647,0.46675,-0.56304,-0.30468
1089,37099,0.73008,0.55146,0.03381,-0.13654,0.58639
1090,37101,0.16245,-0.0255,0.31146,0.1071,-0.47849
1091,37105,-0.08117,-0.31034,0.35352,0.03681,-0.36064
1092,37107,-0.66206,-0.20644,0.36477,-0.24162,-0.66568
1093,37109,-0.19201,-0.23957,0.25128,0.4619,-0.63912
1094,37111,0.0398,0.36746,0.04751,0.34687,-0.02911
1095,37119,-0.086,0.94067,0.41386,-1.03421,0.91422
1096,37125,0.08516,0.22054,0.0715,0.15193,-0.04242
1097,37127,-0.39408,-0.39918,0.2416,-0.07502,-0.27625
1098,37129,0.35216,0.67532,-0.03492,-0.25316,1.28971
1099,37133,-0.68651,-0.42724,0.08755,0.34214,0.17846
1100,37135,0.36501,0.68626,-0.61547,-0.72451,1.73727
1101,37139,-0.35485,0.21642,0.45013,-0.29078,-0.01847
1102,37141,0.06146,0.40501,-0.22435,-0.26721,0.01394
1103,37145,-0.49295,-0.50401,0.19438,0.51651,-0.52175
1104,37147,-0.06194,0.21156,0.29087,-0.46437,0.22325
1105,37151,0.08394,-0.12811,-0.16606,0.50774,0.11612
1106,37153,-0.14535,0.40025,0.69172,-0.42163,-0.08232
1107,37155,-0.06421,-0.06272,0.41665,0.1835,-0.37163
1108,37157,-0.19945,-0.29304,0.01163,0.27512,-0.25511
1109,37159,0.17913,0.35744,-0.03986,-0.16098,-0.09169
1110,37161,0.55585,0.29534,-0.06142,0.07387,0.33507
1111,37163,-0.60816,-0.80725,-0.06969,0.5723,-0.72232
1112,37165,-0.51832,-0.4559,0.33317,0.31031,-0.26702
1113,37167,-0.06789,-0.0785,0.10786,0.02674,-0.33067
1114,37169,0.68213,0.24298,0.50776,0.12371,-0.97729
1115,37171,0.79386,0.21609,-0.10014,0.26759,-0.26394
1116,37175,0.69798,0.84459,0.16509,-0.46625,0.1754
1117,37179,0.10373,-0.12211,0.39371,-0.07514,-0.31036
1118,37181,-0.45962,-0.25085,0.01364,-0.02739,-0.53349
1119,37183,0.06014,0.85105,-0.14325,-0.97215,0.98954
1120,37189,0.87217,0.38601,-0.31152,-0.02342,1.3966
1121,37191,-0.31256,-0.49839,0.30477,-0.1159,-0.13082
1122,37193,0.14898,0.39091,-0.22364,-0.30867,-0.07569
1123,37195,-0.30686,-0.16561,0.32238,-0.01898,-0.66493
1124,38003,-0.03227,-0.32782,0.16445,0.02407,-0.71269
1125,38015,0.44841,0.74584,-0.64754,-0.52144,0.40618
1126,38017,0.1658,-0.07333,-0.50013,-0.00981,0.80279
1127,38035,0.2972,0.2524,-0.67788,-0.12299,0.25889
1128,38079,-0.08557,-1.0089,-0.14403,0.76037,-0.49677
1129,38089,-0.0552,0.10025,-0.0034,0.20531,-0.26297
1130,38101,0.20205,0.10097,-0.54714,0.19194,0.1104
1131,38105,0.20184,0.33688,-0.01426,0.10005,-0.68119
1132,39001,-0.1398,-0.36287,0.40366,0.64111,-0.21591
1133,39003,0.09686,-1.09432,0.05602,1.34811,0.42718
1134,39005,0.23999,0.03014,0.09575,0.21078,0.04756
1135,39007,-0.5019,-1.1708,-0.04771,0.89395,-0.16437
1136,39009,0.19527,-0.24287,-0.16874,0.08347,1.25876
1137,39011,-0.20175,-0.40796,0.22801,0.51395,-0.52727
1138,39013,-0.45921,-0.83507,-0.4613,1.0122,-0.31577
1139,39015,-0.08093,-0.28711,0.44214,0.45626,-0.56767
1140,39017,0.01121,-0.11867,-0.10967,0.08721,0.55616
1141,39019,-0.25119,-0.88809,0.13309,0.78555,-0.2676
1142,39021,0.34418,-0.48042,0.37522,0.31002,0.41898
1143,39023,-0.24809,-0.47944,-0.18161,0.26964,0.35011
1144,39025,0.27142,-0.12305,-0.30957,0.75377,0.16742
1145,39027,-0.17541,-0.72659,0.26155,0.4694,0.02867
1146,39029,-0.2761,-0.67837,-0.46424,1.25557,0.02863
1147,39031,0.13557,0.33443,-0.06444,0.11134,-0.87431
1148,39033,-0.36746,-0.21158,-0.35612,1.0715,-0.25117
1149,39035,-0.65103,0.10739,0.32621,-0.53016,0.79681
1150,39037,0.44583,0.34053,0.11252,-0.01198,-0.38116
1151,39039,0.13324,-0.54287,-0.21994,0.79286,-0.32273
1152,39041,0.45344,0.44692,-0.22559,0.05292,0.37737
1153,39043,-0.37973,-0.62035,0.3684,0.24843,-0.15504
1154,39045,-0.16361,-0.8244,0.29281,0.61714,-0.11438
1155,39047,-0.47801,-0.55821,-0.50087,1.3123,-0.90108
1156,39049,-0.25886,0.35498,-0.05705,-0.56321,1.00794
1157,39051,0.21319,-0.15066,-0.05703,0.46209,-0.31473
1158,39053,0.03689,0.0295,-0.02474,0.21022,-0.40727
1159,39055,0.3011,-0.38133,0.04544,0.59082,-0.11449
1160,39057,-0.02664,-0.1481,0.29838,-0.13395,0.45611
1161,39059,-0.18877,-0.09371,0.08684,0.37144,-0.44615
1162,39061,-0.2165,0.3343,0.27226,-0.55693,0.92126
1163,39063,0.32284,0.44174,-0.4052,-0.07979,-0.40054
1164,39065,0.32921,-0.14688,-0.02294,0.54864,-0.38905
1165,39069,0.04715,-0.5972,0.28546,0.51304,-0.27278
1166,39071,0.05505,-0.55197,-0.02339,1.01915,-0.25011
1167,39073,0.00088,-0.06476,-0.02406,0.40056,-0.57796
1168,39077,0.14082,-0.76221,0.12761,0.9945,-0.32796
1169,39079,0.00926,-0.42998,0.15275,0.63681,-0.62568
1170,39081,-0.3031,-0.89316,-0.17588,0.8973,0.1101
1171,39083,0.46495,0.26409,-0.50765,0.47418,0.26468
1172,39085,-0.39324,-0.67899,0.28101,0.51467,-0.38797
1173,39087,-0.28438,-0.86584,0.01656,1.22007,-0.05294
1174,39089,-0.04175,-0.34705,-0.21064,0.87632,0.04123
1175,39091,0.02183,-0.18869,0.09306,0.85023,-0.26349
1176,39093,-0.50102,-0.90292,0.07968,0.69768,0.08574
1177,39095,-0.49059,-0.03482,0.00297,-0.23,0.48024
1178,39097,-0.16874,-0.32348,0.13926,0.71518,-0.46839
1179,39099,-0.81049,-0.62307,0.33623,0.22197,-0.18325
1180,39101,-0.3008,-0.32043,-0.12309,0.84471,-0.03487
1181,39103,-0.04335,-0.39439,-0.10166,0.61111,0.14798
1182,39107,0.03239,-0.37051,-0.16574,0.70318,-0.49095
1183,39109,-0.10316,-0.37,-0.33195,0.71835,0.36712
1184,39113,-0.28015,0.03804,-0.15844,-0.30442,0.81592
1185,39119,-0.12551,-0.56263,0.00658,1.0244,-0.49969
1186,39123,0.0563,-0.48699,0.37499,0.86863,-0.3785
1187,39125,0.05011,-0.20569,0.59858,0.19752,-1.09118
1188,39127,0.01956,-0.79235,0.11135,0.75871,-0.11611
1189,39129,0.13624,-0.61384,0.08656,0.51473,-0.01123
1190,39131,0.33083,-0.61818,-0.00488,0.79146,-0.01668
1191,39133,-0.07451,-0.6034,0.0024,0.5148,0.90619
1192,39135,0.07832,-0.44682,0.25527,0.4643,-0.40735
1193,39137,0.30082,-0.31138,0.36436,0.39374,-0.93255
1194,39139,-0.44001,-0.66372,0.41045,0.26279,-0.05344
1195,39141,-0.05965,-0.6594,-0.24604,0.98989,0.23387
1196,39143,-0.41258,-0.94414,0.06236,0.94389,-0.46302
1197,39145,-0.10115,-0.61248,-0.51028,0.90237,-0.0392
1198,39147,-0.13844,-0.29372,0.03262,0.28461,-0.16744
1199,39149,0.07769,-0.43278,-0.44459,0.37351,-0.2008
1200,39151,-0.23837,-0.41587,0.03349,0.23722,0.0429
1201,39153,-0.63692,-0.1794,0.24745,-0.17519,0.49162
1202,39155,-0.7203,-0.87109,-0.07594,0.77124,0.04372
1203,39157,0.10177,-0.2289,-0.54523,0.58357,-0.02283
1204,39159,0.41636,0.31056,-0.20535,0.31337,0.06671
1205,39161,0.22253,-0.24928,0.32405,0.32872,-0.49782
1206,39165,0.19134,0.12762,0.07107,0.07071,-0.08358
1207,39167,-0.13153,-0.46036,0.08684,0.51625,0.08244
1208,39169,0.24981,-0.44116,-0.13322,0.72797,0.20878
1209,39171,0.50233,-0.43069,0.10723,0.66068,-0.63314
1210,39173,0.19518,0.06041,-0.06179,0.09995,0.64046
1211,39175,0.55469,-0.48528,0.03218,0.68092,-0.63856
1212,40009,0.10036,-0.14469,-0.22536,0.48311,-0.93632
1213,40013,-0.12039,-0.41582,-0.10605,0.42172,0.24041
1214,40015,0.23271,-0.45007,0.15025,0.50436,-0.32334
1215,40017,0.17163,-0.45154,-0.03787,0.4998,0.04154
1216,40019,-0.12915,-0.85834,-0.04855,0.54548,-0.72119
1217,40021,0.30613,0.13993,-0.15252,0.17171,0.31684
1218,40027,0.30054,0.32261,-0.20466,-0.32994,0.8659
1219,40031,-0.39613,-0.70899,0.06063,0.16683,-0.11895
1220,40035,0.25175,-0.16249,0.28737,0.34747,-0.92935
1221,40037,-0.0256,-0.40182,-0.08094,0.77535,0.11232
1222,40039,0.35809,0.08721,-0.07613,-0.08086,-0.35937
1223,40041,-1.18654,-1.55055,0.22138,0.11237,0.14497
1224,40047,0.44257,0.50934,-0.34926,-0.21479,0.01733
1225,40049,0.60337,-0.12952,0.37485,0.35703,-0.55132
1226,40051,0.06054,-0.20694,0.01386,0.40809,-0.6685
1227,40065,0.08089,-0.12412,0.03082,-0.29466,-0.46722
1228,40071,0.21343,-0.36796,-0.11643,0.39966,-0.4198
1229,40073,0.2555,-0.19686,0.43338,-0.11516,-0.75703
1230,40079,0.14694,-0.25563,0.00487,0.53757,-0.41526
1231,40081,0.15548,-0.14862,-0.08151,0.71186,-0.36541
1232,40083,0.06057,-0.18477,0.27806,-0.21265,-0.13778
1233,40087,0.16274,-0.16638,0.45879,0.42338,-0.66333
1234,40089,-0.26443,-0.26575,0.24894,0.39927,-0.34666
1235,40091,0.42583,-0.12074,0.24517,0.24418,-0.30664
1236,40097,0.27342,-0.6491,-0.06295,0.48003,-0.11793
1237,40101,-0.29795,-0.22538,0.0711,0.2286,-0.17019
1238,40109,0.52051,0.82481,-0.03178,-0.78026,0.80992
1239,40111,0.01639,-0.11009,-0.27184,0.59971,-0.7382
1240,40113,0.40028,-0.39752,0.33694,0.4707,-0.17956
1241,40115,0.2014,0.10756,0.10171,0.21172,-0.35728
1242,40119,0.89556,0.70353,0.03445,-0.71455,0.51424
1243,40121,0.14449,-0.46938,-0.06688,0.76445,-0.60967
1244,40123,0.66394,0.25578,0.05662,-0.16733,0.09003
1245,40125,0.492,0.24233,-0.10175,-0.12257,0.26602
1246,40131,0.31518,-0.29044,0.22517,0.57922,-0.06808
1247,40133,-0.25344,-0.5339,0.02538,0.70177,-0.48343
1248,40135,0.08982,-0.35441,-0.25612,0.77247,-0.22047
1249,40137,0.15009,-0.35613,0.03925,0.6874,0.14395
1250,40139,0.2583,-0.1582,0.13014,0.19561,-0.77291
1251,40143,0.41126,0.61401,-0.18278,-0.47223,1.04576
1252,40145,0.24509,-0.63265,0.02671,0.72155,-0.37867
1253,40147,0.80621,0.74602,-0.56399,0.12308,0.35084
1254,40151,0.11822,0.22838,0.39892,-0.47828,-0.81894
1255,40153,0.00793,0.09643,0.32818,0.50185,-0.30434
1256,41003,0.65146,0.48436,-0.45595,-0.57313,1.29888
1257,41005,0.31768,-0.25338,-0.21396,0.25584,0.82872
1258,41007,0.53964,0.72236,-0.18017,0.19493,0.91638
1259,41009,-0.37913,-0.68351,-0.70749,1.01565,-0.31773
1260,41011,-0.11074,-0.72163,-0.79494,1.11511,0.61687
1261,41017,0.82761,1.03451,-0.70194,-0.63526,1.35901
1262,41019,0.16027,-0.85899,-0.45074,1.05173,0.90109
1263,41027,0.49713,0.79153,0.13307,-0.217,1.24659
1264,41029,0.55127,0.21019,-0.60643,-0.20633,1.7666
1265,41031,-0.24025,-0.03834,-1.23496,0.29461,0.92035
1266,41033,0.4165,-0.17536,-0.74924,0.43933,1.06505
1267,41035,0.36927,0.28465,-0.72064,-0.13895,0.35403
1268,41039,0.36227,0.19809,-0.68117,-0.41775,1.82448
1269,41041,0.28669,0.31762,-0.23817,0.09393,0.76372
1270,41043,0.31151,-0.7203,-0.16117,1.33791,0.0902
1271,41045,-0.27208,-1.18037,0.12504,0.93524,-0.17947
1272,41047,0.13495,-0.55122,-1.03164,0.38873,1.02211
1273,41051,0.09066,0.52695,-0.91045,-0.34361,2.30409
1274,41053,0.24943,-0.16783,-0.43957,0.21998,0.46936
1275,41059,-0.04118,-0.99928,-0.53896,1.13935,0.09356
1276,41061,0.72502,0.13148,-0.3717,0.38311,0.74677
1277,41067,0.024,-0.35446,-0.86411,0.21381,0.77781
1278,41071,0.49534,-0.03833,-0.41991,0.27689,1.19086
1279,42001,0.18946,0.25666,-0.62595,0.45972,0.39373
1280,42003,-0.58706,-0.49632,-0.07121,0.25541,0.89235
1281,42005,0.28906,-0.22369,-0.49236,0.8256,-0.28276
1282,42007,-0.6889,-0.65746,0.15123,0.24178,-0.14092
